age,is_recid,sex_Female,sex_Male,race_African-American,race_Asian,race_Caucasian,race_Hispanic,race_Native American,race_Other,jail_duration
20,0,0,1,0,0,1,0,0,0,0.0
54,0,0,1,1,0,0,0,0,0,5.0
54,0,0,1,1,0,0,0,0,0,5.0
29,0,0,1,1,0,0,0,0,0,1.0
42,0,0,1,0,0,1,0,0,0,1.0
20,1,0,1,1,0,0,0,0,0,209.0
53,0,0,1,0,0,1,0,0,0,174.0
48,0,0,1,1,0,0,0,0,0,33.0
48,0,0,1,1,0,0,0,0,0,33.0
24,0,0,1,0,0,0,0,0,1,1.0
27,0,0,1,0,0,1,0,0,0,68.0
27,0,0,1,0,0,1,0,0,0,68.0
24,1,0,1,1,0,0,0,0,0,19.0
22,0,1,0,1,0,0,0,0,0,0.0
53,1,0,1,0,0,1,0,0,0,32.0
53,1,0,1,0,0,1,0,0,0,32.0
53,1,0,1,0,0,1,0,0,0,32.0
36,0,0,1,0,0,1,0,0,0,0.0
28,1,0,1,0,0,1,0,0,0,1.0
46,0,0,1,0,0,0,1,0,0,-1.0
21,0,0,1,0,0,0,0,0,1,1.0
21,1,0,1,0,0,0,1,0,0,22.0
21,1,0,1,0,0,0,1,0,0,22.0
36,0,1,0,1,0,0,0,0,0,12.0
25,1,1,0,0,0,1,0,0,0,1.0
25,1,1,0,0,0,1,0,0,0,1.0
23,1,1,0,0,0,0,1,0,0,0.0
54,0,0,1,0,0,0,1,0,0,33.0
28,0,0,1,0,0,1,0,0,0,1.0
28,0,0,1,0,0,1,0,0,0,1.0
21,1,1,0,1,0,0,0,0,0,1.0
21,1,1,0,1,0,0,0,0,0,1.0
36,0,0,1,0,0,1,0,0,0,0.0
24,0,0,1,1,0,0,0,0,0,0.0
28,1,0,1,1,0,0,0,0,0,32.0
30,1,0,1,0,0,0,0,0,1,0.0
29,0,0,1,1,0,0,0,0,0,1.0
22,0,0,1,1,0,0,0,0,0,48.0
31,0,0,1,1,0,0,0,0,0,0.0
31,0,0,1,1,0,0,0,0,0,0.0
30,0,1,0,0,0,1,0,0,0,3.0
51,0,0,1,0,0,0,1,0,0,1.0
33,0,0,1,0,0,0,0,0,1,3.0
25,0,1,0,1,0,0,0,0,0,1.0
25,0,1,0,1,0,0,0,0,0,1.0
37,0,0,1,1,0,0,0,0,0,1.0
32,1,0,1,1,0,0,0,0,0,1.0
23,0,0,1,1,0,0,0,0,0,1.0
47,0,0,1,1,0,0,0,0,0,0.0
47,0,0,1,1,0,0,0,0,0,0.0
32,1,1,0,0,0,0,1,0,0,2.0
37,0,0,1,0,0,1,0,0,0,19.0
37,0,0,1,0,0,1,0,0,0,19.0
37,0,0,1,0,0,1,0,0,0,19.0
19,1,0,1,1,0,0,0,0,0,1.0
19,1,0,1,1,0,0,0,0,0,1.0
19,1,0,1,1,0,0,0,0,0,1.0
27,0,0,1,0,0,0,1,0,0,2.0
39,0,0,1,0,0,0,0,0,1,0.0
21,0,1,0,0,0,1,0,0,0,0.0
69,0,0,1,0,0,1,0,0,0,0.0
36,0,0,1,0,0,1,0,0,0,6.0
36,0,0,1,0,0,1,0,0,0,6.0
36,0,0,1,0,0,1,0,0,0,6.0
21,0,0,1,0,0,1,0,0,0,2.0
21,0,0,1,0,0,1,0,0,0,2.0
26,1,0,1,1,0,0,0,0,0,3.0
22,0,0,1,0,0,1,0,0,0,0.0
23,1,1,0,1,0,0,0,0,0,0.0
20,0,0,1,1,0,0,0,0,0,24.0
20,0,0,1,1,0,0,0,0,0,24.0
20,0,0,1,1,0,0,0,0,0,24.0
28,0,0,1,0,0,1,0,0,0,0.0
45,0,0,1,0,0,1,0,0,0,1.0
49,0,0,1,1,0,0,0,0,0,3.0
49,0,0,1,1,0,0,0,0,0,3.0
49,0,0,1,1,0,0,0,0,0,3.0
29,1,0,1,1,0,0,0,0,0,50.0
60,0,1,0,0,0,1,0,0,0,0.0
23,1,0,1,1,0,0,0,0,0,0.0
34,1,0,1,0,0,0,1,0,0,207.0
30,0,0,1,0,0,1,0,0,0,2.0
20,0,1,0,0,0,0,0,0,1,2.0
20,0,1,0,0,0,0,0,0,1,2.0
36,0,0,1,0,0,0,1,0,0,95.0
36,0,0,1,0,0,0,1,0,0,95.0
30,0,0,1,0,0,1,0,0,0,1.0
21,1,0,1,1,0,0,0,0,0,-1.0
34,0,0,1,1,0,0,0,0,0,3.0
25,0,0,1,0,0,0,1,0,0,2.0
25,0,0,1,1,0,0,0,0,0,1.0
25,0,0,1,1,0,0,0,0,0,1.0
22,1,0,1,0,0,1,0,0,0,0.0
22,1,0,1,0,0,1,0,0,0,0.0
29,0,0,1,0,0,1,0,0,0,1.0
36,0,0,1,1,0,0,0,0,0,6.0
29,0,0,1,1,0,0,0,0,0,0.0
21,1,0,1,1,0,0,0,0,0,219.0
21,1,0,1,1,0,0,0,0,0,12.0
21,1,0,1,1,0,0,0,0,0,12.0
33,0,0,1,0,0,1,0,0,0,0.0
33,0,0,1,0,0,1,0,0,0,0.0
33,0,0,1,0,0,1,0,0,0,0.0
33,0,0,1,0,0,1,0,0,0,0.0
34,0,0,1,0,0,1,0,0,0,0.0
27,0,0,1,0,0,1,0,0,0,0.0
50,1,1,0,0,0,1,0,0,0,0.0
26,0,0,1,1,0,0,0,0,0,1.0
40,1,0,1,0,0,1,0,0,0,8.0
25,1,0,1,1,0,0,0,0,0,127.0
53,0,1,0,0,0,1,0,0,0,0.0
24,0,1,0,1,0,0,0,0,0,1.0
39,0,0,1,0,0,1,0,0,0,1.0
42,0,0,1,1,0,0,0,0,0,4.0
28,0,0,1,1,0,0,0,0,0,1.0
24,0,0,1,0,0,1,0,0,0,36.0
23,0,1,0,0,0,0,1,0,0,0.0
26,1,0,1,1,0,0,0,0,0,1.0
42,0,0,1,1,0,0,0,0,0,87.0
42,0,0,1,1,0,0,0,0,0,87.0
22,0,0,1,0,0,1,0,0,0,0.0
22,1,0,1,1,0,0,0,0,0,260.0
21,0,0,1,0,0,1,0,0,0,5.0
37,1,0,1,1,0,0,0,0,0,17.0
44,0,0,1,0,0,1,0,0,0,3.0
64,0,0,1,0,0,1,0,0,0,106.0
35,0,0,1,1,0,0,0,0,0,5.0
36,0,0,1,1,0,0,0,0,0,484.0
53,0,0,1,1,0,0,0,0,0,0.0
29,1,0,1,1,0,0,0,0,0,1.0
29,1,0,1,1,0,0,0,0,0,1.0
48,1,0,1,0,0,1,0,0,0,360.0
23,0,0,1,1,0,0,0,0,0,1.0
48,0,0,1,0,0,0,1,0,0,175.0
52,0,1,0,0,0,1,0,0,0,0.0
44,0,0,1,1,0,0,0,0,0,0.0
28,0,0,1,0,1,0,0,0,0,76.0
27,1,0,1,1,0,0,0,0,0,31.0
28,1,0,1,1,0,0,0,0,0,51.0
33,0,0,1,0,0,1,0,0,0,0.0
28,0,1,0,0,0,0,1,0,0,2.0
47,1,0,1,0,0,1,0,0,0,291.0
36,1,0,1,1,0,0,0,0,0,0.0
29,0,0,1,1,0,0,0,0,0,1.0
22,1,0,1,1,0,0,0,0,0,21.0
22,1,0,1,1,0,0,0,0,0,21.0
26,0,0,1,1,0,0,0,0,0,0.0
26,0,0,1,1,0,0,0,0,0,0.0
26,0,0,1,1,0,0,0,0,0,0.0
40,0,0,1,0,0,1,0,0,0,0.0
65,0,0,1,0,0,1,0,0,0,2.0
25,0,0,1,0,0,1,0,0,0,0.0
68,0,0,1,0,0,1,0,0,0,0.0
32,0,1,0,0,0,1,0,0,0,2.0
56,0,0,1,1,0,0,0,0,0,12.0
56,0,0,1,1,0,0,0,0,0,12.0
27,1,0,1,1,0,0,0,0,0,52.0
27,1,0,1,1,0,0,0,0,0,52.0
27,1,0,1,1,0,0,0,0,0,52.0
52,1,0,1,0,0,1,0,0,0,7.0
31,0,1,0,1,0,0,0,0,0,2.0
32,0,0,1,1,0,0,0,0,0,1.0
32,0,0,1,1,0,0,0,0,0,1.0
32,0,0,1,1,0,0,0,0,0,1.0
60,0,0,1,0,0,0,0,0,1,1.0
60,0,0,1,0,0,0,0,0,1,1.0
35,0,0,1,1,0,0,0,0,0,0.0
31,0,0,1,1,0,0,0,0,0,170.0
31,0,0,1,1,0,0,0,0,0,170.0
23,0,0,1,0,0,0,1,0,0,5.0
39,0,1,0,0,0,1,0,0,0,0.0
56,0,0,1,0,0,1,0,0,0,0.0
22,0,1,0,1,0,0,0,0,0,0.0
27,1,1,0,1,0,0,0,0,0,0.0
47,0,1,0,0,0,1,0,0,0,1.0
53,0,0,1,1,0,0,0,0,0,110.0
25,1,0,1,0,0,1,0,0,0,0.0
21,0,0,1,0,0,0,1,0,0,0.0
22,0,0,1,0,0,1,0,0,0,1.0
43,0,1,0,0,0,0,1,0,0,0.0
59,0,1,0,0,0,1,0,0,0,0.0
58,0,1,0,0,0,1,0,0,0,1.0
58,0,1,0,0,0,1,0,0,0,1.0
53,0,0,1,1,0,0,0,0,0,-1.0
53,0,0,1,1,0,0,0,0,0,-1.0
31,1,0,1,1,0,0,0,0,0,1.0
22,0,0,1,1,0,0,0,0,0,171.0
22,1,0,1,0,0,1,0,0,0,0.0
28,1,0,1,1,0,0,0,0,0,3.0
42,0,0,1,0,0,0,0,0,1,2.0
20,1,0,1,1,0,0,0,0,0,0.0
29,1,0,1,0,0,1,0,0,0,5.0
41,0,1,0,0,0,1,0,0,0,1.0
29,0,0,1,1,0,0,0,0,0,87.0
29,0,0,1,1,0,0,0,0,0,87.0
58,1,0,1,1,0,0,0,0,0,59.0
22,0,0,1,1,0,0,0,0,0,106.0
22,0,0,1,1,0,0,0,0,0,106.0
48,1,0,1,0,0,0,1,0,0,0.0
37,0,0,1,0,0,1,0,0,0,0.0
57,1,0,1,1,0,0,0,0,0,25.0
27,0,0,1,0,0,1,0,0,0,-1.0
26,0,0,1,1,0,0,0,0,0,33.0
26,0,0,1,1,0,0,0,0,0,33.0
24,1,0,1,0,0,1,0,0,0,0.0
24,1,0,1,0,0,1,0,0,0,0.0
33,0,0,1,0,0,1,0,0,0,1.0
28,0,0,1,0,0,1,0,0,0,2.0
29,0,0,1,1,0,0,0,0,0,0.0
24,1,1,0,1,0,0,0,0,0,1.0
24,0,0,1,0,0,1,0,0,0,1.0
19,1,0,1,0,0,1,0,0,0,32.0
19,1,0,1,0,0,1,0,0,0,32.0
36,0,0,1,0,0,1,0,0,0,0.0
33,0,0,1,0,0,0,0,0,1,1.0
24,0,1,0,0,0,1,0,0,0,0.0
32,0,0,1,0,0,1,0,0,0,0.0
34,0,0,1,0,0,1,0,0,0,0.0
31,0,0,1,1,0,0,0,0,0,1.0
24,0,0,1,1,0,0,0,0,0,1.0
25,1,0,1,0,0,0,1,0,0,0.0
20,1,0,1,1,0,0,0,0,0,1.0
22,0,0,1,1,0,0,0,0,0,-1.0
28,1,0,1,0,0,0,1,0,0,1.0
24,1,0,1,1,0,0,0,0,0,1.0
61,0,0,1,0,0,1,0,0,0,1.0
34,0,0,1,0,0,1,0,0,0,189.0
27,0,1,0,0,0,1,0,0,0,14.0
27,0,1,0,0,0,1,0,0,0,14.0
27,0,1,0,0,0,1,0,0,0,14.0
50,0,1,0,1,0,0,0,0,0,-1.0
30,0,0,1,1,0,0,0,0,0,4.0
38,0,0,1,1,0,0,0,0,0,1.0
24,0,0,1,0,0,1,0,0,0,0.0
27,0,0,1,1,0,0,0,0,0,1.0
34,0,0,1,0,0,1,0,0,0,0.0
45,0,0,1,1,0,0,0,0,0,64.0
46,1,1,0,1,0,0,0,0,0,9.0
41,1,0,1,0,0,1,0,0,0,3.0
20,1,0,1,0,0,0,0,0,1,22.0
27,1,0,1,1,0,0,0,0,0,1.0
51,0,1,0,1,0,0,0,0,0,66.0
26,1,0,1,1,0,0,0,0,0,13.0
29,1,0,1,1,0,0,0,0,0,1.0
52,1,0,1,0,0,1,0,0,0,1.0
28,1,0,1,0,0,1,0,0,0,4.0
34,1,1,0,0,0,0,0,1,0,97.0
55,1,0,1,1,0,0,0,0,0,118.0
46,0,0,1,0,0,1,0,0,0,5.0
59,0,0,1,0,0,1,0,0,0,-1.0
26,1,0,1,1,0,0,0,0,0,0.0
26,1,0,1,1,0,0,0,0,0,0.0
28,0,0,1,1,0,0,0,0,0,1.0
63,0,0,1,0,0,1,0,0,0,3.0
63,0,0,1,0,0,1,0,0,0,3.0
42,0,0,1,1,0,0,0,0,0,1.0
21,0,0,1,1,0,0,0,0,0,1.0
57,0,0,1,1,0,0,0,0,0,1.0
23,1,0,1,1,0,0,0,0,0,0.0
23,1,0,1,1,0,0,0,0,0,0.0
54,1,0,1,1,0,0,0,0,0,5.0
35,1,0,1,1,0,0,0,0,0,10.0
42,0,0,1,0,0,1,0,0,0,0.0
24,1,1,0,1,0,0,0,0,0,26.0
24,1,1,0,1,0,0,0,0,0,26.0
24,1,1,0,1,0,0,0,0,0,26.0
24,1,1,0,1,0,0,0,0,0,26.0
54,0,0,1,1,0,0,0,0,0,0.0
58,1,0,1,1,0,0,0,0,0,3.0
40,0,0,1,0,0,0,1,0,0,0.0
40,0,0,1,0,0,0,1,0,0,0.0
23,1,0,1,0,0,1,0,0,0,0.0
35,0,0,1,1,0,0,0,0,0,0.0
53,0,0,1,1,0,0,0,0,0,198.0
53,0,0,1,1,0,0,0,0,0,198.0
20,1,0,1,1,0,0,0,0,0,2.0
20,1,0,1,1,0,0,0,0,0,2.0
24,0,0,1,1,0,0,0,0,0,1.0
51,0,0,1,0,0,1,0,0,0,35.0
24,0,0,1,0,0,0,1,0,0,1.0
37,0,0,1,0,0,1,0,0,0,6.0
46,0,1,0,1,0,0,0,0,0,2.0
47,0,0,1,0,0,1,0,0,0,0.0
34,1,0,1,0,0,1,0,0,0,1.0
56,0,0,1,0,0,1,0,0,0,0.0
34,1,0,1,0,0,0,1,0,0,31.0
59,1,0,1,0,0,1,0,0,0,0.0
35,0,0,1,0,1,0,0,0,0,101.0
58,0,0,1,0,0,0,1,0,0,10.0
29,0,0,1,0,0,0,1,0,0,0.0
53,0,1,0,0,0,1,0,0,0,22.0
35,0,0,1,1,0,0,0,0,0,7.0
35,0,0,1,1,0,0,0,0,0,7.0
29,0,0,1,0,0,1,0,0,0,37.0
29,0,0,1,0,0,1,0,0,0,37.0
30,0,0,1,1,0,0,0,0,0,1.0
24,1,1,0,0,0,1,0,0,0,3.0
21,1,0,1,0,0,1,0,0,0,8.0
50,1,0,1,0,1,0,0,0,0,11.0
33,0,0,1,0,0,1,0,0,0,0.0
26,0,0,1,1,0,0,0,0,0,1.0
49,0,0,1,1,0,0,0,0,0,275.0
30,0,1,0,0,0,1,0,0,0,1.0
37,0,0,1,0,0,1,0,0,0,29.0
60,0,1,0,0,0,1,0,0,0,-1.0
29,1,0,1,0,0,1,0,0,0,18.0
55,0,0,1,0,0,0,1,0,0,0.0
29,1,0,1,0,0,1,0,0,0,1.0
54,0,0,1,1,0,0,0,0,0,1.0
29,1,0,1,1,0,0,0,0,0,8.0
29,0,0,1,1,0,0,0,0,0,1.0
29,0,0,1,1,0,0,0,0,0,1.0
59,0,1,0,0,0,1,0,0,0,0.0
38,0,0,1,1,0,0,0,0,0,1.0
22,1,1,0,0,0,0,1,0,0,18.0
22,1,1,0,0,0,0,1,0,0,18.0
22,1,1,0,0,0,0,1,0,0,18.0
27,0,0,1,0,0,1,0,0,0,136.0
27,0,0,1,0,0,1,0,0,0,136.0
29,1,0,1,1,0,0,0,0,0,25.0
27,1,0,1,0,0,1,0,0,0,1.0
26,1,0,1,0,0,0,1,0,0,1.0
52,0,0,1,0,0,0,1,0,0,27.0
52,0,0,1,0,0,0,1,0,0,27.0
52,0,0,1,0,0,0,1,0,0,27.0
66,1,0,1,1,0,0,0,0,0,13.0
22,0,0,1,1,0,0,0,0,0,0.0
27,0,0,1,0,0,1,0,0,0,0.0
51,0,0,1,0,0,1,0,0,0,1.0
51,0,0,1,0,0,1,0,0,0,1.0
35,0,0,1,0,0,1,0,0,0,74.0
71,0,0,1,0,0,1,0,0,0,4.0
36,0,0,1,1,0,0,0,0,0,0.0
52,0,0,1,0,0,1,0,0,0,0.0
39,0,0,1,0,0,1,0,0,0,7.0
39,0,0,1,0,0,1,0,0,0,7.0
30,0,0,1,0,0,1,0,0,0,1.0
35,0,1,0,1,0,0,0,0,0,-1.0
35,0,1,0,1,0,0,0,0,0,-1.0
25,0,0,1,1,0,0,0,0,0,107.0
48,0,0,1,0,0,0,0,0,1,1.0
55,0,0,1,1,0,0,0,0,0,136.0
62,0,1,0,0,0,0,1,0,0,1.0
34,0,1,0,0,0,1,0,0,0,19.0
26,0,1,0,1,0,0,0,0,0,1.0
48,0,1,0,0,0,1,0,0,0,0.0
30,0,0,1,0,0,0,1,0,0,37.0
28,0,0,1,0,0,0,0,0,1,1.0
33,0,0,1,1,0,0,0,0,0,0.0
33,0,0,1,1,0,0,0,0,0,0.0
34,0,1,0,1,0,0,0,0,0,52.0
34,0,1,0,1,0,0,0,0,0,52.0
22,0,1,0,1,0,0,0,0,0,19.0
25,0,0,1,0,0,0,0,0,1,-1.0
59,1,0,1,1,0,0,0,0,0,127.0
29,1,0,1,1,0,0,0,0,0,2.0
42,0,0,1,0,0,0,0,0,1,0.0
24,0,0,1,0,0,1,0,0,0,1.0
24,0,0,1,0,0,1,0,0,0,1.0
58,0,0,1,0,0,1,0,0,0,1.0
58,0,0,1,0,0,1,0,0,0,1.0
48,1,0,1,0,0,1,0,0,0,129.0
54,0,1,0,0,0,1,0,0,0,0.0
55,1,0,1,1,0,0,0,0,0,45.0
30,0,0,1,1,0,0,0,0,0,2.0
24,0,0,1,0,0,1,0,0,0,0.0
52,0,0,1,1,0,0,0,0,0,1.0
20,1,0,1,1,0,0,0,0,0,0.0
25,1,0,1,0,0,1,0,0,0,5.0
24,0,0,1,0,0,1,0,0,0,15.0
23,0,0,1,0,0,1,0,0,0,1.0
23,0,0,1,0,0,1,0,0,0,1.0
27,1,0,1,0,0,1,0,0,0,1.0
53,0,0,1,1,0,0,0,0,0,0.0
25,1,0,1,1,0,0,0,0,0,0.0
29,0,1,0,0,0,0,0,0,1,0.0
31,0,0,1,1,0,0,0,0,0,0.0
25,1,0,1,1,0,0,0,0,0,4.0
32,1,0,1,0,0,1,0,0,0,0.0
21,1,0,1,0,0,1,0,0,0,-1.0
45,0,0,1,0,0,1,0,0,0,10.0
45,0,0,1,0,0,1,0,0,0,10.0
45,0,0,1,0,0,1,0,0,0,10.0
37,0,0,1,0,0,0,0,0,1,5.0
25,0,0,1,0,0,1,0,0,0,0.0
25,0,0,1,0,0,1,0,0,0,0.0
21,0,0,1,1,0,0,0,0,0,0.0
32,0,0,1,0,0,0,1,0,0,0.0
35,0,0,1,1,0,0,0,0,0,2.0
34,0,0,1,0,0,1,0,0,0,85.0
42,1,0,1,1,0,0,0,0,0,1.0
24,1,0,1,0,0,1,0,0,0,10.0
26,0,1,0,0,0,1,0,0,0,1.0
35,0,0,1,1,0,0,0,0,0,70.0
35,0,0,1,1,0,0,0,0,0,70.0
26,0,1,0,0,0,1,0,0,0,32.0
22,1,0,1,0,0,1,0,0,0,62.0
21,1,0,1,0,0,0,1,0,0,0.0
47,0,0,1,0,0,1,0,0,0,0.0
71,0,0,1,0,0,1,0,0,0,0.0
21,0,1,0,1,0,0,0,0,0,0.0
68,0,0,1,0,0,1,0,0,0,1.0
27,1,0,1,1,0,0,0,0,0,1.0
27,1,0,1,1,0,0,0,0,0,1.0
43,1,0,1,0,0,0,1,0,0,4.0
46,1,0,1,0,0,1,0,0,0,0.0
44,0,0,1,1,0,0,0,0,0,0.0
39,0,1,0,0,0,1,0,0,0,0.0
23,0,0,1,0,0,1,0,0,0,0.0
42,0,0,1,1,0,0,0,0,0,1.0
58,0,0,1,1,0,0,0,0,0,144.0
58,0,0,1,1,0,0,0,0,0,144.0
24,0,0,1,1,0,0,0,0,0,1.0
49,0,0,1,1,0,0,0,0,0,107.0
49,0,0,1,1,0,0,0,0,0,107.0
26,1,0,1,1,0,0,0,0,0,1.0
48,0,1,0,0,0,0,0,0,1,17.0
39,1,0,1,1,0,0,0,0,0,3.0
21,1,0,1,1,0,0,0,0,0,-1.0
63,0,0,1,0,0,1,0,0,0,5.0
22,1,0,1,1,0,0,0,0,0,7.0
50,0,0,1,1,0,0,0,0,0,0.0
38,0,0,1,1,0,0,0,0,0,9.0
41,0,0,1,0,0,1,0,0,0,6.0
41,0,0,1,0,0,1,0,0,0,6.0
28,1,0,1,1,0,0,0,0,0,1.0
30,0,1,0,1,0,0,0,0,0,1.0
23,0,0,1,1,0,0,0,0,0,0.0
23,0,0,1,1,0,0,0,0,0,0.0
21,0,0,1,0,0,1,0,0,0,0.0
25,1,0,1,0,0,1,0,0,0,12.0
53,0,0,1,0,0,1,0,0,0,1.0
40,0,0,1,0,0,1,0,0,0,0.0
40,0,0,1,0,0,1,0,0,0,0.0
24,0,0,1,0,0,0,1,0,0,-1.0
23,0,1,0,0,0,1,0,0,0,35.0
27,1,0,1,1,0,0,0,0,0,64.0
37,0,1,0,1,0,0,0,0,0,1.0
44,0,0,1,0,0,1,0,0,0,180.0
35,1,1,0,1,0,0,0,0,0,1.0
42,0,0,1,0,0,1,0,0,0,0.0
38,1,0,1,1,0,0,0,0,0,0.0
26,0,0,1,0,0,0,1,0,0,-1.0
25,0,1,0,1,0,0,0,0,0,0.0
34,0,0,1,0,0,1,0,0,0,0.0
22,0,0,1,1,0,0,0,0,0,1.0
22,0,0,1,1,0,0,0,0,0,1.0
22,0,0,1,1,0,0,0,0,0,1.0
64,0,0,1,0,0,0,1,0,0,7.0
49,1,1,0,0,0,1,0,0,0,0.0
49,1,1,0,0,0,1,0,0,0,0.0
50,1,0,1,0,0,1,0,0,0,1.0
28,1,0,1,0,0,1,0,0,0,30.0
28,1,0,1,0,0,1,0,0,0,30.0
66,1,0,1,0,0,1,0,0,0,0.0
46,0,1,0,0,0,1,0,0,0,1.0
30,1,0,1,1,0,0,0,0,0,1.0
22,0,1,0,0,0,1,0,0,0,-1.0
23,0,0,1,0,0,1,0,0,0,9.0
23,0,0,1,0,0,1,0,0,0,9.0
30,1,0,1,0,0,0,0,0,1,1.0
24,1,0,1,1,0,0,0,0,0,17.0
53,0,0,1,0,0,1,0,0,0,415.0
31,0,0,1,0,0,0,1,0,0,0.0
31,0,0,1,0,0,0,0,0,1,0.0
31,0,0,1,0,0,0,0,0,1,0.0
31,0,1,0,0,0,1,0,0,0,4.0
21,1,0,1,1,0,0,0,0,0,117.0
28,1,0,1,1,0,0,0,0,0,52.0
25,1,0,1,1,0,0,0,0,0,0.0
21,0,1,0,0,0,1,0,0,0,2.0
27,0,0,1,1,0,0,0,0,0,1.0
48,1,0,1,0,0,1,0,0,0,2.0
20,1,0,1,0,0,0,1,0,0,1.0
32,0,0,1,0,0,0,1,0,0,0.0
24,0,1,0,0,0,1,0,0,0,0.0
22,0,0,1,1,0,0,0,0,0,78.0
24,0,1,0,0,0,1,0,0,0,0.0
20,0,0,1,1,0,0,0,0,0,0.0
26,0,0,1,1,0,0,0,0,0,55.0
48,0,1,0,0,0,0,1,0,0,0.0
26,0,0,1,0,1,0,0,0,0,0.0
31,1,0,1,1,0,0,0,0,0,19.0
27,1,0,1,1,0,0,0,0,0,6.0
59,1,0,1,1,0,0,0,0,0,58.0
40,0,0,1,1,0,0,0,0,0,1.0
22,1,0,1,1,0,0,0,0,0,0.0
22,1,0,1,1,0,0,0,0,0,0.0
38,0,1,0,1,0,0,0,0,0,0.0
36,1,0,1,0,0,0,1,0,0,39.0
50,0,0,1,0,0,0,0,0,1,1.0
30,0,0,1,1,0,0,0,0,0,0.0
30,0,0,1,1,0,0,0,0,0,0.0
27,1,0,1,0,0,1,0,0,0,34.0
27,1,0,1,0,0,1,0,0,0,34.0
59,0,1,0,0,0,1,0,0,0,0.0
37,0,0,1,0,0,1,0,0,0,1.0
28,1,0,1,1,0,0,0,0,0,1.0
38,0,0,1,0,0,1,0,0,0,0.0
33,0,1,0,0,0,1,0,0,0,-1.0
24,0,0,1,0,0,1,0,0,0,1.0
22,1,0,1,1,0,0,0,0,0,0.0
60,0,0,1,0,0,0,1,0,0,4.0
43,0,0,1,0,0,0,1,0,0,41.0
28,0,0,1,0,0,1,0,0,0,9.0
28,0,0,1,0,0,1,0,0,0,9.0
28,0,0,1,0,0,1,0,0,0,9.0
25,1,0,1,1,0,0,0,0,0,31.0
51,0,0,1,0,0,1,0,0,0,0.0
33,0,0,1,0,0,1,0,0,0,0.0
33,0,0,1,0,0,1,0,0,0,0.0
58,0,1,0,0,0,1,0,0,0,0.0
63,0,0,1,1,0,0,0,0,0,12.0
28,0,1,0,0,0,1,0,0,0,0.0
28,0,1,0,0,0,1,0,0,0,9.0
29,1,0,1,0,0,1,0,0,0,25.0
29,1,0,1,0,0,1,0,0,0,25.0
29,1,0,1,0,0,1,0,0,0,25.0
28,0,0,1,1,0,0,0,0,0,0.0
28,0,0,1,1,0,0,0,0,0,0.0
55,1,0,1,1,0,0,0,0,0,3.0
23,0,1,0,0,0,1,0,0,0,5.0
23,0,1,0,0,0,1,0,0,0,5.0
22,0,1,0,1,0,0,0,0,0,7.0
19,1,1,0,0,0,1,0,0,0,22.0
23,0,0,1,1,0,0,0,0,0,2.0
23,0,0,1,1,0,0,0,0,0,2.0
23,0,0,1,1,0,0,0,0,0,2.0
23,0,0,1,1,0,0,0,0,0,2.0
31,0,0,1,1,0,0,0,0,0,-1.0
29,0,0,1,1,0,0,0,0,0,0.0
21,0,0,1,1,0,0,0,0,0,180.0
21,0,0,1,1,0,0,0,0,0,180.0
61,1,0,1,1,0,0,0,0,0,1.0
24,1,0,1,1,0,0,0,0,0,0.0
24,1,0,1,1,0,0,0,0,0,0.0
26,0,0,1,0,0,0,1,0,0,1.0
31,0,0,1,0,0,0,1,0,0,0.0
31,0,0,1,0,0,0,1,0,0,0.0
20,1,0,1,1,0,0,0,0,0,2.0
26,1,0,1,0,0,1,0,0,0,1.0
22,0,1,0,0,0,0,1,0,0,0.0
27,0,0,1,0,0,1,0,0,0,1.0
25,0,0,1,0,0,1,0,0,0,1.0
23,1,0,1,0,0,1,0,0,0,9.0
38,0,0,1,1,0,0,0,0,0,1.0
51,0,0,1,0,0,1,0,0,0,-1.0
27,1,0,1,1,0,0,0,0,0,0.0
27,1,0,1,1,0,0,0,0,0,0.0
35,1,1,0,0,0,1,0,0,0,-1.0
35,1,1,0,0,0,1,0,0,0,-1.0
22,0,0,1,0,0,0,0,0,1,16.0
38,0,0,1,1,0,0,0,0,0,2.0
38,0,0,1,1,0,0,0,0,0,2.0
58,1,1,0,1,0,0,0,0,0,1.0
44,0,0,1,1,0,0,0,0,0,50.0
57,1,1,0,0,0,1,0,0,0,1.0
36,0,0,1,0,0,0,0,0,1,4.0
36,0,0,1,0,0,0,0,0,1,4.0
21,0,0,1,1,0,0,0,0,0,0.0
20,0,0,1,1,0,0,0,0,0,8.0
22,0,1,0,1,0,0,0,0,0,1.0
30,0,0,1,1,0,0,0,0,0,2.0
24,1,0,1,0,0,1,0,0,0,37.0
24,1,0,1,0,0,1,0,0,0,37.0
56,0,0,1,0,0,1,0,0,0,1.0
32,0,0,1,1,0,0,0,0,0,1.0
32,0,0,1,1,0,0,0,0,0,1.0
22,1,0,1,0,0,1,0,0,0,27.0
31,0,0,1,0,0,0,1,0,0,43.0
29,1,0,1,0,0,1,0,0,0,38.0
29,1,0,1,0,0,1,0,0,0,38.0
30,1,0,1,1,0,0,0,0,0,1.0
31,0,1,0,1,0,0,0,0,0,0.0
53,0,0,1,0,0,0,1,0,0,64.0
45,0,1,0,0,0,1,0,0,0,1.0
23,0,0,1,1,0,0,0,0,0,89.0
23,0,0,1,1,0,0,0,0,0,89.0
23,0,0,1,1,0,0,0,0,0,89.0
